geo_aggregation_level,from,to,weight
1,112000,238990,0.478235294117647
1,113310,238990,0.453723034098817
1,114210,238990,0.356297842727905
1,115112,238990,0.473319473319473
1,115115,238990,0.48
1,115210,238990,0.540759178593653
1,115310,238990,0.301322199025748
1,212321,238990,0.311064718162839
1,221122,238990,0.465679676985195
1,221310,238990,0.349338900487126
1,236115,238990,0.576675257731959
1,236117,238990,0.425191370911621
1,236118,238990,0.573416840640223
1,236220,238990,0.322894919972164
1,237110,238990,0.451635351426583
1,237130,238990,0.309672929714683
1,237210,238990,0.259568545581072
1,237310,238990,0.350034794711204
1,237990,238990,0.357689631176061
1,238110,238990,0.510786360473208
1,238120,238990,0.265135699373695
1,238130,238990,0.406402226861517
1,238140,238990,0.44606819763396
1,238150,238990,0.250521920668058
1,238160,238990,0.352818371607516
1,238170,238990,0.478079331941545
1,238190,238990,0.41544885177453
1,238210,238990,0.378566457898399
1,238220,238990,0.41544885177453
1,238290,238990,0.286012526096033
1,238310,238990,0.322199025748086
1,238320,238990,0.446764091858038
1,238330,238990,0.439805149617258
1,238340,238990,0.303409881697982
1,238350,238990,0.558803061934586
1,238390,238990,0.258176757132916
1,238910,238990,0.531552280055274
1,111000,311119,0.280487804878049
1,112000,311119,0.316470588235294
1,114210,311119,0.252057613168724
1,115112,311119,0.309078309078309
1,115113,311119,0.257142857142857
1,115115,311119,0.275555555555556
1,115116,311119,0.258503401360544
1,115210,311119,0.288114499066584
1,212312,311119,0.243537414965986
1,212321,311119,0.286210892236385
1,221210,311119,0.248979591836735
1,236220,311119,0.267027027027027
1,237110,311119,0.257792754844145
1,237130,311119,0.245219347581552
1,237310,311119,0.246464646464646
1,238110,311119,0.27853152434158
1,238130,311119,0.240088105726872
1,238140,311119,0.251445086705202
1,238160,311119,0.247894103489771
1,238170,311119,0.275409836065574
1,238220,311119,0.245301681503462
1,238290,311119,0.25417661097852
1,238350,311119,0.245325355272999
1,311224,311225,0.271276595744681
1,311225,311230,0.286713286713287
1,311511,311513,0.247011952191235
1,112000,311611,0.245294117647059
1,115112,311611,0.253638253638254
1,115113,311611,0.276481149012567
1,115116,311611,0.276785714285714
1,311119,311611,0.296598639455782
1,311119,311612,0.266666666666667
1,311611,311612,0.267504488330341
1,114112,311710,0.27790973871734
1,114119,311710,0.317204301075269
1,236117,311811,0.241127348643006
1,236118,311811,0.245376955903272
1,238120,311811,0.254931714719272
1,238140,311811,0.244701348747592
1,238150,311811,0.24886191198786
1,238160,311811,0.261131167268351
1,238170,311811,0.24016393442623
1,238310,311811,0.255006675567423
1,238320,311811,0.26660250240616
1,238330,311811,0.253320683111954
1,238340,311811,0.309941520467836
1,114111,312120,0.243161094224924
1,115310,312120,0.244444444444444
1,212321,312120,0.26071842410197
1,236115,312120,0.251288659793814
1,236118,312120,0.271692745376956
1,237310,312120,0.260606060606061
1,238130,312120,0.243392070484582
1,238140,312120,0.253371868978805
1,238150,312120,0.27355623100304
1,238160,312120,0.259927797833935
1,238220,312120,0.246290801186944
1,238310,312120,0.275033377837116
1,238320,312120,0.260827718960539
1,238330,312120,0.248576850094877
1,238340,312120,0.283625730994152
1,238350,312120,0.2490650710546
1,311811,312120,0.30804248861912
1,113210,312130,0.24948024948025
1,312120,312130,0.338905775075988
1,312120,312140,0.290273556231003
1,312130,312140,0.261954261954262
1,212313,313210,0.247252747252747
1,313210,313230,0.285714285714286
1,314120,314910,0.258139534883721
1,236117,314999,0.244258872651357
1,238150,314999,0.251968503937008
1,311811,314999,0.256449165402124
1,312120,314999,0.270516717325228
1,314120,314999,0.287179487179487
1,314910,314999,0.268376068376068
1,315210,315250,0.304794520547945
1,315210,315990,0.26219512195122
1,316110,316990,0.26491646778043
1,111000,321113,0.261585365853659
1,112000,321113,0.287647058823529
1,113110,321113,0.403887688984881
1,113210,321113,0.244060475161987
1,113310,321113,0.565471836137527
1,114210,321113,0.328189300411523
1,115112,321113,0.273042273042273
1,115115,321113,0.298888888888889
1,115210,321113,0.332296204107032
1,115310,321113,0.518358531317495
1,212321,321113,0.289416846652268
1,221122,321113,0.325033647375505
1,221310,321113,0.306527909176916
1,236115,321113,0.366623711340206
1,236117,321113,0.351774530271399
1,236118,321113,0.355618776671408
1,236220,321113,0.272138228941685
1,237110,321113,0.287278854254423
1,237130,321113,0.292656587473002
1,237310,321113,0.303030303030303
1,237990,321113,0.317124735729387
1,238110,321113,0.289704708699122
1,238130,321113,0.314254859611231
1,238140,321113,0.330443159922929
1,238160,321113,0.260259179265659
1,238170,321113,0.336065573770492
1,238190,321113,0.313609467455621
1,238210,321113,0.267818574514039
1,238220,321113,0.261127596439169
1,238290,321113,0.252699784017279
1,238310,321113,0.254859611231102
1,238320,321113,0.347449470644851
1,238330,321113,0.334914611005693
1,238350,321113,0.332086761406133
1,238910,321113,0.356517733763243
1,238990,321113,0.317327766179541
1,113110,321918,0.266467065868264
1,113310,321918,0.243599122165326
1,238390,321918,0.247474747474748
1,312120,321918,0.249240121580547
1,321113,321918,0.275377969762419
1,111000,321920,0.260975609756098
1,112000,321920,0.252352941176471
1,113110,321920,0.273182957393484
1,113310,321920,0.333577176298464
1,115112,321920,0.261954261954262
1,115115,321920,0.245555555555556
1,115210,321920,0.267579340385812
1,115310,321920,0.292222222222222
1,212312,321920,0.269423558897243
1,212321,321920,0.264194669756663
1,221122,321920,0.259084791386272
1,236115,321920,0.269329896907216
1,236117,321920,0.303757828810021
1,236118,321920,0.270981507823613
1,236220,321920,0.278918918918919
1,237110,321920,0.24178601516428
1,237130,321920,0.290213723284589
1,237310,321920,0.263636363636364
1,238110,321920,0.280127693535515
1,238120,321920,0.258145363408521
1,238130,321920,0.280837004405286
1,238140,321920,0.303468208092486
1,238160,321920,0.292418772563177
1,238170,321920,0.335245901639344
1,238190,321920,0.273175542406312
1,238210,321920,0.258977149075082
1,238220,321920,0.288822947576657
1,238290,321920,0.285202863961814
1,238310,321920,0.265664160401002
1,238320,321920,0.258902791145332
1,238330,321920,0.286527514231499
1,238350,321920,0.281226626776365
1,238910,321920,0.269000460617227
1,238990,321920,0.272094641614475
1,311119,321920,0.293233082706767
1,321113,321920,0.367170626349892
